input size (n), operation count
2, 11
4, 15
8, 19
16, 23
32, 27
64, 31
128, 35
256, 39
512, 43
1024, 47
2048, 51
4096, 55
8192, 59
16384, 63
32768, 67
65536, 71
131072, 75
262144, 79
524288, 83
1048576, 87
2097152, 91
4194304, 95
8388608, 99
16777216, 103
33554432, 107
67108864, 111
134217728, 115
268435456, 119
536870912, 123
1073741824, 127
2147483648, 131
