input size (n), operation count
4294964037, 155
4294964038, 155
4294964039, 156
4294964040, 154
4294964041, 155
4294964042, 155
4294964043, 156
4294964044, 155
4294964045, 156
4294964046, 156
4294964047, 157
4294964048, 154
4294964049, 155
4294964050, 155
4294964051, 156
4294964052, 155
4294964053, 156
4294964054, 156
4294964055, 157
4294964056, 155
4294964057, 156
4294964058, 156
4294964059, 157
4294964060, 156
4294964061, 157
4294964062, 157
4294964063, 158
4294964064, 154
4294964065, 155
4294964066, 155
4294964067, 156
4294964068, 155
4294964069, 156
4294964070, 156
4294964071, 157
4294964072, 155
4294964073, 156
4294964074, 156
4294964075, 157
4294964076, 156
4294964077, 157
4294964078, 157
4294964079, 158
4294964080, 155
4294964081, 156
4294964082, 156
4294964083, 157
4294964084, 156
4294964085, 157
4294964086, 157
4294964087, 158
4294964088, 156
4294964089, 157
4294964090, 157
4294964091, 158
4294964092, 157
4294964093, 158
4294964094, 158
4294964095, 159
4294964096, 153
4294964097, 154
4294964098, 154
4294964099, 155
4294964100, 154
4294964101, 155
4294964102, 155
4294964103, 156
4294964104, 154
4294964105, 155
4294964106, 155
4294964107, 156
4294964108, 155
4294964109, 156
4294964110, 156
4294964111, 157
4294964112, 154
4294964113, 155
4294964114, 155
4294964115, 156
4294964116, 155
4294964117, 156
4294964118, 156
4294964119, 157
4294964120, 155
4294964121, 156
4294964122, 156
4294964123, 157
4294964124, 156
4294964125, 157
4294964126, 157
4294964127, 158
4294964128, 154
4294964129, 155
4294964130, 155
4294964131, 156
4294964132, 155
4294964133, 156
4294964134, 156
4294964135, 157
4294964136, 155
4294964137, 156
4294964138, 156
4294964139, 157
4294964140, 156
4294964141, 157
4294964142, 157
4294964143, 158
4294964144, 155
4294964145, 156
4294964146, 156
4294964147, 157
4294964148, 156
4294964149, 157
4294964150, 157
4294964151, 158
4294964152, 156
4294964153, 157
4294964154, 157
4294964155, 158
4294964156, 157
4294964157, 158
4294964158, 158
4294964159, 159
4294964160, 154
4294964161, 155
4294964162, 155
4294964163, 156
4294964164, 155
4294964165, 156
4294964166, 156
4294964167, 157
4294964168, 155
4294964169, 156
4294964170, 156
4294964171, 157
4294964172, 156
4294964173, 157
4294964174, 157
4294964175, 158
4294964176, 155
4294964177, 156
4294964178, 156
4294964179, 157
4294964180, 156
4294964181, 157
4294964182, 157
4294964183, 158
4294964184, 156
4294964185, 157
4294964186, 157
4294964187, 158
4294964188, 157
4294964189, 158
4294964190, 158
4294964191, 159
4294964192, 155
4294964193, 156
4294964194, 156
4294964195, 157
4294964196, 156
4294964197, 157
4294964198, 157
4294964199, 158
4294964200, 156
4294964201, 157
4294964202, 157
4294964203, 158
4294964204, 157
4294964205, 158
4294964206, 158
4294964207, 159
4294964208, 156
4294964209, 157
4294964210, 157
4294964211, 158
4294964212, 157
4294964213, 158
4294964214, 158
4294964215, 159
4294964216, 157
4294964217, 158
4294964218, 158
4294964219, 159
4294964220, 158
4294964221, 159
4294964222, 159
4294964223, 160
4294964224, 151
4294964225, 152
4294964226, 152
4294964227, 153
4294964228, 152
4294964229, 153
4294964230, 153
4294964231, 154
4294964232, 152
4294964233, 153
4294964234, 153
4294964235, 154
4294964236, 153
4294964237, 154
4294964238, 154
4294964239, 155
4294964240, 152
4294964241, 153
4294964242, 153
4294964243, 154
4294964244, 153
4294964245, 154
4294964246, 154
4294964247, 155
4294964248, 153
4294964249, 154
4294964250, 154
4294964251, 155
4294964252, 154
4294964253, 155
4294964254, 155
4294964255, 156
4294964256, 152
4294964257, 153
4294964258, 153
4294964259, 154
4294964260, 153
4294964261, 154
4294964262, 154
4294964263, 155
4294964264, 153
4294964265, 154
4294964266, 154
4294964267, 155
4294964268, 154
4294964269, 155
4294964270, 155
4294964271, 156
4294964272, 153
4294964273, 154
4294964274, 154
4294964275, 155
4294964276, 154
4294964277, 155
4294964278, 155
4294964279, 156
4294964280, 154
4294964281, 155
4294964282, 155
4294964283, 156
4294964284, 155
4294964285, 156
4294964286, 156
4294964287, 157
4294964288, 152
4294964289, 153
4294964290, 153
4294964291, 154
4294964292, 153
4294964293, 154
4294964294, 154
4294964295, 155
4294964296, 153
4294964297, 154
4294964298, 154
4294964299, 155
4294964300, 154
4294964301, 155
4294964302, 155
4294964303, 156
4294964304, 153
4294964305, 154
4294964306, 154
4294964307, 155
4294964308, 154
4294964309, 155
4294964310, 155
4294964311, 156
4294964312, 154
4294964313, 155
4294964314, 155
4294964315, 156
4294964316, 155
4294964317, 156
4294964318, 156
4294964319, 157
4294964320, 153
4294964321, 154
4294964322, 154
4294964323, 155
4294964324, 154
4294964325, 155
4294964326, 155
4294964327, 156
4294964328, 154
4294964329, 155
4294964330, 155
4294964331, 156
4294964332, 155
4294964333, 156
4294964334, 156
4294964335, 157
4294964336, 154
4294964337, 155
4294964338, 155
4294964339, 156
4294964340, 155
4294964341, 156
4294964342, 156
4294964343, 157
4294964344, 155
4294964345, 156
4294964346, 156
4294964347, 157
4294964348, 156
4294964349, 157
4294964350, 157
4294964351, 158
4294964352, 152
4294964353, 153
4294964354, 153
4294964355, 154
4294964356, 153
4294964357, 154
4294964358, 154
4294964359, 155
4294964360, 153
4294964361, 154
4294964362, 154
4294964363, 155
4294964364, 154
4294964365, 155
4294964366, 155
4294964367, 156
4294964368, 153
4294964369, 154
4294964370, 154
4294964371, 155
4294964372, 154
4294964373, 155
4294964374, 155
4294964375, 156
4294964376, 154
4294964377, 155
4294964378, 155
4294964379, 156
4294964380, 155
4294964381, 156
4294964382, 156
4294964383, 157
4294964384, 153
4294964385, 154
4294964386, 154
4294964387, 155
4294964388, 154
4294964389, 155
4294964390, 155
4294964391, 156
4294964392, 154
4294964393, 155
4294964394, 155
4294964395, 156
4294964396, 155
4294964397, 156
4294964398, 156
4294964399, 157
4294964400, 154
4294964401, 155
4294964402, 155
4294964403, 156
4294964404, 155
4294964405, 156
4294964406, 156
4294964407, 157
4294964408, 155
4294964409, 156
4294964410, 156
4294964411, 157
4294964412, 156
4294964413, 157
4294964414, 157
4294964415, 158
4294964416, 153
4294964417, 154
4294964418, 154
4294964419, 155
4294964420, 154
4294964421, 155
4294964422, 155
4294964423, 156
4294964424, 154
4294964425, 155
4294964426, 155
4294964427, 156
4294964428, 155
4294964429, 156
4294964430, 156
4294964431, 157
4294964432, 154
4294964433, 155
4294964434, 155
4294964435, 156
4294964436, 155
4294964437, 156
4294964438, 156
4294964439, 157
4294964440, 155
4294964441, 156
4294964442, 156
4294964443, 157
4294964444, 156
4294964445, 157
4294964446, 157
4294964447, 158
4294964448, 154
4294964449, 155
4294964450, 155
4294964451, 156
4294964452, 155
4294964453, 156
4294964454, 156
4294964455, 157
4294964456, 155
4294964457, 156
4294964458, 156
4294964459, 157
4294964460, 156
4294964461, 157
4294964462, 157
4294964463, 158
4294964464, 155
4294964465, 156
4294964466, 156
4294964467, 157
4294964468, 156
4294964469, 157
4294964470, 157
4294964471, 158
4294964472, 156
4294964473, 157
4294964474, 157
4294964475, 158
4294964476, 157
4294964477, 158
4294964478, 158
4294964479, 159
4294964480, 152
4294964481, 153
4294964482, 153
4294964483, 154
4294964484, 153
4294964485, 154
4294964486, 154
4294964487, 155
4294964488, 153
4294964489, 154
4294964490, 154
4294964491, 155
4294964492, 154
4294964493, 155
4294964494, 155
4294964495, 156
4294964496, 153
4294964497, 154
4294964498, 154
4294964499, 155
4294964500, 154
4294964501, 155
4294964502, 155
4294964503, 156
4294964504, 154
4294964505, 155
4294964506, 155
4294964507, 156
4294964508, 155
4294964509, 156
4294964510, 156
4294964511, 157
4294964512, 153
4294964513, 154
4294964514, 154
4294964515, 155
4294964516, 154
4294964517, 155
4294964518, 155
4294964519, 156
4294964520, 154
4294964521, 155
4294964522, 155
4294964523, 156
4294964524, 155
4294964525, 156
4294964526, 156
4294964527, 157
4294964528, 154
4294964529, 155
4294964530, 155
4294964531, 156
4294964532, 155
4294964533, 156
4294964534, 156
4294964535, 157
4294964536, 155
4294964537, 156
4294964538, 156
4294964539, 157
4294964540, 156
4294964541, 157
4294964542, 157
4294964543, 158
4294964544, 153
4294964545, 154
4294964546, 154
4294964547, 155
4294964548, 154
4294964549, 155
4294964550, 155
4294964551, 156
4294964552, 154
4294964553, 155
4294964554, 155
4294964555, 156
4294964556, 155
4294964557, 156
4294964558, 156
4294964559, 157
4294964560, 154
4294964561, 155
4294964562, 155
4294964563, 156
4294964564, 155
4294964565, 156
4294964566, 156
4294964567, 157
4294964568, 155
4294964569, 156
4294964570, 156
4294964571, 157
4294964572, 156
4294964573, 157
4294964574, 157
4294964575, 158
4294964576, 154
4294964577, 155
4294964578, 155
4294964579, 156
4294964580, 155
4294964581, 156
4294964582, 156
4294964583, 157
4294964584, 155
4294964585, 156
4294964586, 156
4294964587, 157
4294964588, 156
4294964589, 157
4294964590, 157
4294964591, 158
4294964592, 155
4294964593, 156
4294964594, 156
4294964595, 157
4294964596, 156
4294964597, 157
4294964598, 157
4294964599, 158
4294964600, 156
4294964601, 157
4294964602, 157
4294964603, 158
4294964604, 157
4294964605, 158
4294964606, 158
4294964607, 159
4294964608, 153
4294964609, 154
4294964610, 154
4294964611, 155
4294964612, 154
4294964613, 155
4294964614, 155
4294964615, 156
4294964616, 154
4294964617, 155
4294964618, 155
4294964619, 156
4294964620, 155
4294964621, 156
4294964622, 156
4294964623, 157
4294964624, 154
4294964625, 155
4294964626, 155
4294964627, 156
4294964628, 155
4294964629, 156
4294964630, 156
4294964631, 157
4294964632, 155
4294964633, 156
4294964634, 156
4294964635, 157
4294964636, 156
4294964637, 157
4294964638, 157
4294964639, 158
4294964640, 154
4294964641, 155
4294964642, 155
4294964643, 156
4294964644, 155
4294964645, 156
4294964646, 156
4294964647, 157
4294964648, 155
4294964649, 156
4294964650, 156
4294964651, 157
4294964652, 156
4294964653, 157
4294964654, 157
4294964655, 158
4294964656, 155
4294964657, 156
4294964658, 156
4294964659, 157
4294964660, 156
4294964661, 157
4294964662, 157
4294964663, 158
4294964664, 156
4294964665, 157
4294964666, 157
4294964667, 158
4294964668, 157
4294964669, 158
4294964670, 158
4294964671, 159
4294964672, 154
4294964673, 155
4294964674, 155
4294964675, 156
4294964676, 155
4294964677, 156
4294964678, 156
4294964679, 157
4294964680, 155
4294964681, 156
4294964682, 156
4294964683, 157
4294964684, 156
4294964685, 157
4294964686, 157
4294964687, 158
4294964688, 155
4294964689, 156
4294964690, 156
4294964691, 157
4294964692, 156
4294964693, 157
4294964694, 157
4294964695, 158
4294964696, 156
4294964697, 157
4294964698, 157
4294964699, 158
4294964700, 157
4294964701, 158
4294964702, 158
4294964703, 159
4294964704, 155
4294964705, 156
4294964706, 156
4294964707, 157
4294964708, 156
4294964709, 157
4294964710, 157
4294964711, 158
4294964712, 156
4294964713, 157
4294964714, 157
4294964715, 158
4294964716, 157
4294964717, 158
4294964718, 158
4294964719, 159
4294964720, 156
4294964721, 157
4294964722, 157
4294964723, 158
4294964724, 157
4294964725, 158
4294964726, 158
4294964727, 159
4294964728, 157
4294964729, 158
4294964730, 158
4294964731, 159
4294964732, 158
4294964733, 159
4294964734, 159
4294964735, 160
4294964736, 152
4294964737, 153
4294964738, 153
4294964739, 154
4294964740, 153
4294964741, 154
4294964742, 154
4294964743, 155
4294964744, 153
4294964745, 154
4294964746, 154
4294964747, 155
4294964748, 154
4294964749, 155
4294964750, 155
4294964751, 156
4294964752, 153
4294964753, 154
4294964754, 154
4294964755, 155
4294964756, 154
4294964757, 155
4294964758, 155
4294964759, 156
4294964760, 154
4294964761, 155
4294964762, 155
4294964763, 156
4294964764, 155
4294964765, 156
4294964766, 156
4294964767, 157
4294964768, 153
4294964769, 154
4294964770, 154
4294964771, 155
4294964772, 154
4294964773, 155
4294964774, 155
4294964775, 156
4294964776, 154
4294964777, 155
4294964778, 155
4294964779, 156
4294964780, 155
4294964781, 156
4294964782, 156
4294964783, 157
4294964784, 154
4294964785, 155
4294964786, 155
4294964787, 156
4294964788, 155
4294964789, 156
4294964790, 156
4294964791, 157
4294964792, 155
4294964793, 156
4294964794, 156
4294964795, 157
4294964796, 156
4294964797, 157
4294964798, 157
4294964799, 158
4294964800, 153
4294964801, 154
4294964802, 154
4294964803, 155
4294964804, 154
4294964805, 155
4294964806, 155
4294964807, 156
4294964808, 154
4294964809, 155
4294964810, 155
4294964811, 156
4294964812, 155
4294964813, 156
4294964814, 156
4294964815, 157
4294964816, 154
4294964817, 155
4294964818, 155
4294964819, 156
4294964820, 155
4294964821, 156
4294964822, 156
4294964823, 157
4294964824, 155
4294964825, 156
4294964826, 156
4294964827, 157
4294964828, 156
4294964829, 157
4294964830, 157
4294964831, 158
4294964832, 154
4294964833, 155
4294964834, 155
4294964835, 156
4294964836, 155
4294964837, 156
4294964838, 156
4294964839, 157
4294964840, 155
4294964841, 156
4294964842, 156
4294964843, 157
4294964844, 156
4294964845, 157
4294964846, 157
4294964847, 158
4294964848, 155
4294964849, 156
4294964850, 156
4294964851, 157
4294964852, 156
4294964853, 157
4294964854, 157
4294964855, 158
4294964856, 156
4294964857, 157
4294964858, 157
4294964859, 158
4294964860, 157
4294964861, 158
4294964862, 158
4294964863, 159
4294964864, 153
4294964865, 154
4294964866, 154
4294964867, 155
4294964868, 154
4294964869, 155
4294964870, 155
4294964871, 156
4294964872, 154
4294964873, 155
4294964874, 155
4294964875, 156
4294964876, 155
4294964877, 156
4294964878, 156
4294964879, 157
4294964880, 154
4294964881, 155
4294964882, 155
4294964883, 156
4294964884, 155
4294964885, 156
4294964886, 156
4294964887, 157
4294964888, 155
4294964889, 156
4294964890, 156
4294964891, 157
4294964892, 156
4294964893, 157
4294964894, 157
4294964895, 158
4294964896, 154
4294964897, 155
4294964898, 155
4294964899, 156
4294964900, 155
4294964901, 156
4294964902, 156
4294964903, 157
4294964904, 155
4294964905, 156
4294964906, 156
4294964907, 157
4294964908, 156
4294964909, 157
4294964910, 157
4294964911, 158
4294964912, 155
4294964913, 156
4294964914, 156
4294964915, 157
4294964916, 156
4294964917, 157
4294964918, 157
4294964919, 158
4294964920, 156
4294964921, 157
4294964922, 157
4294964923, 158
4294964924, 157
4294964925, 158
4294964926, 158
4294964927, 159
4294964928, 154
4294964929, 155
4294964930, 155
4294964931, 156
4294964932, 155
4294964933, 156
4294964934, 156
4294964935, 157
4294964936, 155
4294964937, 156
4294964938, 156
4294964939, 157
4294964940, 156
4294964941, 157
4294964942, 157
4294964943, 158
4294964944, 155
4294964945, 156
4294964946, 156
4294964947, 157
4294964948, 156
4294964949, 157
4294964950, 157
4294964951, 158
4294964952, 156
4294964953, 157
4294964954, 157
4294964955, 158
4294964956, 157
4294964957, 158
4294964958, 158
4294964959, 159
4294964960, 155
4294964961, 156
4294964962, 156
4294964963, 157
4294964964, 156
4294964965, 157
4294964966, 157
4294964967, 158
4294964968, 156
4294964969, 157
4294964970, 157
4294964971, 158
4294964972, 157
4294964973, 158
4294964974, 158
4294964975, 159
4294964976, 156
4294964977, 157
4294964978, 157
4294964979, 158
4294964980, 157
4294964981, 158
4294964982, 158
4294964983, 159
4294964984, 157
4294964985, 158
4294964986, 158
4294964987, 159
4294964988, 158
4294964989, 159
4294964990, 159
4294964991, 160
4294964992, 153
4294964993, 154
4294964994, 154
4294964995, 155
4294964996, 154
4294964997, 155
4294964998, 155
4294964999, 156
4294965000, 154
4294965001, 155
4294965002, 155
4294965003, 156
4294965004, 155
4294965005, 156
4294965006, 156
4294965007, 157
4294965008, 154
4294965009, 155
4294965010, 155
4294965011, 156
4294965012, 155
4294965013, 156
4294965014, 156
4294965015, 157
4294965016, 155
4294965017, 156
4294965018, 156
4294965019, 157
4294965020, 156
4294965021, 157
4294965022, 157
4294965023, 158
4294965024, 154
4294965025, 155
4294965026, 155
4294965027, 156
4294965028, 155
4294965029, 156
4294965030, 156
4294965031, 157
4294965032, 155
4294965033, 156
4294965034, 156
4294965035, 157
4294965036, 156
4294965037, 157
4294965038, 157
4294965039, 158
4294965040, 155
4294965041, 156
4294965042, 156
4294965043, 157
4294965044, 156
4294965045, 157
4294965046, 157
4294965047, 158
4294965048, 156
4294965049, 157
4294965050, 157
4294965051, 158
4294965052, 157
4294965053, 158
4294965054, 158
4294965055, 159
4294965056, 154
4294965057, 155
4294965058, 155
4294965059, 156
4294965060, 155
4294965061, 156
4294965062, 156
4294965063, 157
4294965064, 155
4294965065, 156
4294965066, 156
4294965067, 157
4294965068, 156
4294965069, 157
4294965070, 157
4294965071, 158
4294965072, 155
4294965073, 156
4294965074, 156
4294965075, 157
4294965076, 156
4294965077, 157
4294965078, 157
4294965079, 158
4294965080, 156
4294965081, 157
4294965082, 157
4294965083, 158
4294965084, 157
4294965085, 158
4294965086, 158
4294965087, 159
4294965088, 155
4294965089, 156
4294965090, 156
4294965091, 157
4294965092, 156
4294965093, 157
4294965094, 157
4294965095, 158
4294965096, 156
4294965097, 157
4294965098, 157
4294965099, 158
4294965100, 157
4294965101, 158
4294965102, 158
4294965103, 159
4294965104, 156
4294965105, 157
4294965106, 157
4294965107, 158
4294965108, 157
4294965109, 158
4294965110, 158
4294965111, 159
4294965112, 157
4294965113, 158
4294965114, 158
4294965115, 159
4294965116, 158
4294965117, 159
4294965118, 159
4294965119, 160
4294965120, 154
4294965121, 155
4294965122, 155
4294965123, 156
4294965124, 155
4294965125, 156
4294965126, 156
4294965127, 157
4294965128, 155
4294965129, 156
4294965130, 156
4294965131, 157
4294965132, 156
4294965133, 157
4294965134, 157
4294965135, 158
4294965136, 155
4294965137, 156
4294965138, 156
4294965139, 157
4294965140, 156
4294965141, 157
4294965142, 157
4294965143, 158
4294965144, 156
4294965145, 157
4294965146, 157
4294965147, 158
4294965148, 157
4294965149, 158
4294965150, 158
4294965151, 159
4294965152, 155
4294965153, 156
4294965154, 156
4294965155, 157
4294965156, 156
4294965157, 157
4294965158, 157
4294965159, 158
4294965160, 156
4294965161, 157
4294965162, 157
4294965163, 158
4294965164, 157
4294965165, 158
4294965166, 158
4294965167, 159
4294965168, 156
4294965169, 157
4294965170, 157
4294965171, 158
4294965172, 157
4294965173, 158
4294965174, 158
4294965175, 159
4294965176, 157
4294965177, 158
4294965178, 158
4294965179, 159
4294965180, 158
4294965181, 159
4294965182, 159
4294965183, 160
4294965184, 155
4294965185, 156
4294965186, 156
4294965187, 157
4294965188, 156
4294965189, 157
4294965190, 157
4294965191, 158
4294965192, 156
4294965193, 157
4294965194, 157
4294965195, 158
4294965196, 157
4294965197, 158
4294965198, 158
4294965199, 159
4294965200, 156
4294965201, 157
4294965202, 157
4294965203, 158
4294965204, 157
4294965205, 158
4294965206, 158
4294965207, 159
4294965208, 157
4294965209, 158
4294965210, 158
4294965211, 159
4294965212, 158
4294965213, 159
4294965214, 159
4294965215, 160
4294965216, 156
4294965217, 157
4294965218, 157
4294965219, 158
4294965220, 157
4294965221, 158
4294965222, 158
4294965223, 159
4294965224, 157
4294965225, 158
4294965226, 158
4294965227, 159
4294965228, 158
4294965229, 159
4294965230, 159
4294965231, 160
4294965232, 157
4294965233, 158
4294965234, 158
4294965235, 159
4294965236, 158
4294965237, 159
4294965238, 159
4294965239, 160
4294965240, 158
4294965241, 159
4294965242, 159
4294965243, 160
4294965244, 159
4294965245, 160
4294965246, 160
4294965247, 161
4294965248, 151
4294965249, 152
4294965250, 152
4294965251, 153
4294965252, 152
4294965253, 153
4294965254, 153
4294965255, 154
4294965256, 152
4294965257, 153
4294965258, 153
4294965259, 154
4294965260, 153
4294965261, 154
4294965262, 154
4294965263, 155
4294965264, 152
4294965265, 153
4294965266, 153
4294965267, 154
4294965268, 153
4294965269, 154
4294965270, 154
4294965271, 155
4294965272, 153
4294965273, 154
4294965274, 154
4294965275, 155
4294965276, 154
4294965277, 155
4294965278, 155
4294965279, 156
4294965280, 152
4294965281, 153
4294965282, 153
4294965283, 154
4294965284, 153
4294965285, 154
4294965286, 154
4294965287, 155
4294965288, 153
4294965289, 154
4294965290, 154
4294965291, 155
4294965292, 154
4294965293, 155
4294965294, 155
4294965295, 156
4294965296, 153
4294965297, 154
4294965298, 154
4294965299, 155
4294965300, 154
4294965301, 155
4294965302, 155
4294965303, 156
4294965304, 154
4294965305, 155
4294965306, 155
4294965307, 156
4294965308, 155
4294965309, 156
4294965310, 156
4294965311, 157
4294965312, 152
4294965313, 153
4294965314, 153
4294965315, 154
4294965316, 153
4294965317, 154
4294965318, 154
4294965319, 155
4294965320, 153
4294965321, 154
4294965322, 154
4294965323, 155
4294965324, 154
4294965325, 155
4294965326, 155
4294965327, 156
4294965328, 153
4294965329, 154
4294965330, 154
4294965331, 155
4294965332, 154
4294965333, 155
4294965334, 155
4294965335, 156
4294965336, 154
4294965337, 155
4294965338, 155
4294965339, 156
4294965340, 155
4294965341, 156
4294965342, 156
4294965343, 157
4294965344, 153
4294965345, 154
4294965346, 154
4294965347, 155
4294965348, 154
4294965349, 155
4294965350, 155
4294965351, 156
4294965352, 154
4294965353, 155
4294965354, 155
4294965355, 156
4294965356, 155
4294965357, 156
4294965358, 156
4294965359, 157
4294965360, 154
4294965361, 155
4294965362, 155
4294965363, 156
4294965364, 155
4294965365, 156
4294965366, 156
4294965367, 157
4294965368, 155
4294965369, 156
4294965370, 156
4294965371, 157
4294965372, 156
4294965373, 157
4294965374, 157
4294965375, 158
4294965376, 152
4294965377, 153
4294965378, 153
4294965379, 154
4294965380, 153
4294965381, 154
4294965382, 154
4294965383, 155
4294965384, 153
4294965385, 154
4294965386, 154
4294965387, 155
4294965388, 154
4294965389, 155
4294965390, 155
4294965391, 156
4294965392, 153
4294965393, 154
4294965394, 154
4294965395, 155
4294965396, 154
4294965397, 155
4294965398, 155
4294965399, 156
4294965400, 154
4294965401, 155
4294965402, 155
4294965403, 156
4294965404, 155
4294965405, 156
4294965406, 156
4294965407, 157
4294965408, 153
4294965409, 154
4294965410, 154
4294965411, 155
4294965412, 154
4294965413, 155
4294965414, 155
4294965415, 156
4294965416, 154
4294965417, 155
4294965418, 155
4294965419, 156
4294965420, 155
4294965421, 156
4294965422, 156
4294965423, 157
4294965424, 154
4294965425, 155
4294965426, 155
4294965427, 156
4294965428, 155
4294965429, 156
4294965430, 156
4294965431, 157
4294965432, 155
4294965433, 156
4294965434, 156
4294965435, 157
4294965436, 156
4294965437, 157
4294965438, 157
4294965439, 158
4294965440, 153
4294965441, 154
4294965442, 154
4294965443, 155
4294965444, 154
4294965445, 155
4294965446, 155
4294965447, 156
4294965448, 154
4294965449, 155
4294965450, 155
4294965451, 156
4294965452, 155
4294965453, 156
4294965454, 156
4294965455, 157
4294965456, 154
4294965457, 155
4294965458, 155
4294965459, 156
4294965460, 155
4294965461, 156
4294965462, 156
4294965463, 157
4294965464, 155
4294965465, 156
4294965466, 156
4294965467, 157
4294965468, 156
4294965469, 157
4294965470, 157
4294965471, 158
4294965472, 154
4294965473, 155
4294965474, 155
4294965475, 156
4294965476, 155
4294965477, 156
4294965478, 156
4294965479, 157
4294965480, 155
4294965481, 156
4294965482, 156
4294965483, 157
4294965484, 156
4294965485, 157
4294965486, 157
4294965487, 158
4294965488, 155
4294965489, 156
4294965490, 156
4294965491, 157
4294965492, 156
4294965493, 157
4294965494, 157
4294965495, 158
4294965496, 156
4294965497, 157
4294965498, 157
4294965499, 158
4294965500, 157
4294965501, 158
4294965502, 158
4294965503, 159
4294965504, 152
4294965505, 153
4294965506, 153
4294965507, 154
4294965508, 153
4294965509, 154
4294965510, 154
4294965511, 155
4294965512, 153
4294965513, 154
4294965514, 154
4294965515, 155
4294965516, 154
4294965517, 155
4294965518, 155
4294965519, 156
4294965520, 153
4294965521, 154
4294965522, 154
4294965523, 155
4294965524, 154
4294965525, 155
4294965526, 155
4294965527, 156
4294965528, 154
4294965529, 155
4294965530, 155
4294965531, 156
4294965532, 155
4294965533, 156
4294965534, 156
4294965535, 157
4294965536, 153
4294965537, 154
4294965538, 154
4294965539, 155
4294965540, 154
4294965541, 155
4294965542, 155
4294965543, 156
4294965544, 154
4294965545, 155
4294965546, 155
4294965547, 156
4294965548, 155
4294965549, 156
4294965550, 156
4294965551, 157
4294965552, 154
4294965553, 155
4294965554, 155
4294965555, 156
4294965556, 155
4294965557, 156
4294965558, 156
4294965559, 157
4294965560, 155
4294965561, 156
4294965562, 156
4294965563, 157
4294965564, 156
4294965565, 157
4294965566, 157
4294965567, 158
4294965568, 153
4294965569, 154
4294965570, 154
4294965571, 155
4294965572, 154
4294965573, 155
4294965574, 155
4294965575, 156
4294965576, 154
4294965577, 155
4294965578, 155
4294965579, 156
4294965580, 155
4294965581, 156
4294965582, 156
4294965583, 157
4294965584, 154
4294965585, 155
4294965586, 155
4294965587, 156
4294965588, 155
4294965589, 156
4294965590, 156
4294965591, 157
4294965592, 155
4294965593, 156
4294965594, 156
4294965595, 157
4294965596, 156
4294965597, 157
4294965598, 157
4294965599, 158
4294965600, 154
4294965601, 155
4294965602, 155
4294965603, 156
4294965604, 155
4294965605, 156
4294965606, 156
4294965607, 157
4294965608, 155
4294965609, 156
4294965610, 156
4294965611, 157
4294965612, 156
4294965613, 157
4294965614, 157
4294965615, 158
4294965616, 155
4294965617, 156
4294965618, 156
4294965619, 157
4294965620, 156
4294965621, 157
4294965622, 157
4294965623, 158
4294965624, 156
4294965625, 157
4294965626, 157
4294965627, 158
4294965628, 157
4294965629, 158
4294965630, 158
4294965631, 159
4294965632, 153
4294965633, 154
4294965634, 154
4294965635, 155
4294965636, 154
4294965637, 155
4294965638, 155
4294965639, 156
4294965640, 154
4294965641, 155
4294965642, 155
4294965643, 156
4294965644, 155
4294965645, 156
4294965646, 156
4294965647, 157
4294965648, 154
4294965649, 155
4294965650, 155
4294965651, 156
4294965652, 155
4294965653, 156
4294965654, 156
4294965655, 157
4294965656, 155
4294965657, 156
4294965658, 156
4294965659, 157
4294965660, 156
4294965661, 157
4294965662, 157
4294965663, 158
4294965664, 154
4294965665, 155
4294965666, 155
4294965667, 156
4294965668, 155
4294965669, 156
4294965670, 156
4294965671, 157
4294965672, 155
4294965673, 156
4294965674, 156
4294965675, 157
4294965676, 156
4294965677, 157
4294965678, 157
4294965679, 158
4294965680, 155
4294965681, 156
4294965682, 156
4294965683, 157
4294965684, 156
4294965685, 157
4294965686, 157
4294965687, 158
4294965688, 156
4294965689, 157
4294965690, 157
4294965691, 158
4294965692, 157
4294965693, 158
4294965694, 158
4294965695, 159
4294965696, 154
4294965697, 155
4294965698, 155
4294965699, 156
4294965700, 155
4294965701, 156
4294965702, 156
4294965703, 157
4294965704, 155
4294965705, 156
4294965706, 156
4294965707, 157
4294965708, 156
4294965709, 157
4294965710, 157
4294965711, 158
4294965712, 155
4294965713, 156
4294965714, 156
4294965715, 157
4294965716, 156
4294965717, 157
4294965718, 157
4294965719, 158
4294965720, 156
4294965721, 157
4294965722, 157
4294965723, 158
4294965724, 157
4294965725, 158
4294965726, 158
4294965727, 159
4294965728, 155
4294965729, 156
4294965730, 156
4294965731, 157
4294965732, 156
4294965733, 157
4294965734, 157
4294965735, 158
4294965736, 156
4294965737, 157
4294965738, 157
4294965739, 158
4294965740, 157
4294965741, 158
4294965742, 158
4294965743, 159
4294965744, 156
4294965745, 157
4294965746, 157
4294965747, 158
4294965748, 157
4294965749, 158
4294965750, 158
4294965751, 159
4294965752, 157
4294965753, 158
4294965754, 158
4294965755, 159
4294965756, 158
4294965757, 159
4294965758, 159
4294965759, 160
4294965760, 152
4294965761, 153
4294965762, 153
4294965763, 154
4294965764, 153
4294965765, 154
4294965766, 154
4294965767, 155
4294965768, 153
4294965769, 154
4294965770, 154
4294965771, 155
4294965772, 154
4294965773, 155
4294965774, 155
4294965775, 156
4294965776, 153
4294965777, 154
4294965778, 154
4294965779, 155
4294965780, 154
4294965781, 155
4294965782, 155
4294965783, 156
4294965784, 154
